Year,Year_ending,Police_Region,Local_Government_Area,Incidents_Recorded,"Rate_per_100,000_population"
2016,December,Unincorporated Vic, Unincorporated Vic,121,
2016,December,Unincorporated Vic,Total,121,
2015,December,1 North West Metro, Banyule,"6,857","5,438.3"
2015,December,1 North West Metro, Brimbank,"14,821","7,378.8"
2015,December,1 North West Metro, Darebin,"11,474","7,550.0"
2015,December,1 North West Metro, Hobsons Bay,"5,358","5,844.6"
2015,December,1 North West Metro, Hume,"14,882","7,509.5"
2015,December,1 North West Metro, Maribyrnong,"6,909","8,149.0"
2015,December,1 North West Metro, Melbourne,"24,848","18,154.2"
2015,December,1 North West Metro, Melton,"8,376","6,208.4"
2015,December,1 North West Metro, Moonee Valley,"6,957","5,786.4"
2015,December,1 North West Metro, Moreland,"11,167","6,652.2"
2015,December,1 North West Metro, Nillumbik,"1,941","3,048.3"
2015,December,1 North West Metro, Whittlesea,"10,378","5,272.1"
2015,December,1 North West Metro, Wyndham,"11,322","5,295.2"
2015,December,1 North West Metro, Yarra,"10,051","11,177.3"
2015,December,1 North West Metro,Total,"145,341","7,349.0"
2015,December,2 Eastern, Alpine,357,"2,872.3"
2015,December,2 Eastern, Bass Coast,"1,929","5,921.5"
2015,December,2 Eastern, Baw Baw,"2,490","5,205.2"
2015,December,2 Eastern, Benalla,810,"5,817.7"
2015,December,2 Eastern, Boroondara,"5,897","3,374.5"
2015,December,2 Eastern, East Gippsland,"3,147","7,013.9"
2015,December,2 Eastern, Greater Shepparton,"5,498","8,525.5"
2015,December,2 Eastern, Indigo,380,"2,386.6"
2015,December,2 Eastern, Knox,"7,355","4,634.5"
2015,December,2 Eastern, Latrobe,"9,019","12,144.2"
2015,December,2 Eastern, Manningham,"3,354","2,776.8"
2015,December,2 Eastern, Mansfield,339,"3,974.2"
2015,December,2 Eastern, Maroondah,"5,792","5,124.6"
2015,December,2 Eastern, Mitchell,"2,656","6,596.5"
2015,December,2 Eastern, Moira,"1,104","3,769.5"
2015,December,2 Eastern, Monash,"7,525","3,977.8"
2015,December,2 Eastern, Murrindindi,509,"3,675.6"
2015,December,2 Eastern, South Gippsland,907,"3,151.4"
2015,December,2 Eastern, Strathbogie,359,"3,528.3"
2015,December,2 Eastern, Towong,167,"2,781.0"
2015,December,2 Eastern, Wangaratta,"1,629","5,788.3"
2015,December,2 Eastern, Wellington,"2,965","6,867.9"
2015,December,2 Eastern, Whitehorse,"5,781","3,468.3"
2015,December,2 Eastern, Wodonga,"2,617","6,672.1"
2015,December,2 Eastern, Yarra Ranges,"5,442","3,547.8"
2015,December,2 Eastern,Total,"78,028","4,786.3"
2015,December,3 Southern Metro, Bayside,"3,643","3,597.4"
2015,December,3 Southern Metro, Cardinia,"4,679","5,069.4"
2015,December,3 Southern Metro, Casey,"15,157","5,060.3"
2015,December,3 Southern Metro, Frankston,"10,925","7,928.7"
2015,December,3 Southern Metro, Glen Eira,"5,141","3,523.1"
2015,December,3 Southern Metro, Greater Dandenong,"13,515","8,660.1"
2015,December,3 Southern Metro, Kingston,"8,065","5,161.8"
2015,December,3 Southern Metro, Mornington Peninsula,"8,134","5,121.2"
2015,December,3 Southern Metro, Port Phillip,"9,807","9,218.8"
2015,December,3 Southern Metro, Stonnington,"7,776","7,198.1"
2015,December,3 Southern Metro,Total,"86,842","5,938.5"
2015,December,4 Western, Ararat,910,"7,815.2"
2015,December,4 Western, Ballarat,"8,730","8,602.8"
2015,December,4 Western, Buloke,178,"2,822.7"
2015,December,4 Western, Campaspe,"2,332","6,230.5"
2015,December,4 Western, Central Goldfields,846,"6,532.8"
2015,December,4 Western, Colac-Otway,"1,193","5,619.4"
2015,December,4 Western, Corangamite,507,"3,115.4"
2015,December,4 Western, Gannawarra,456,"4,328.0"
2015,December,4 Western, Glenelg,"1,227","6,221.5"
2015,December,4 Western, Golden Plains,543,"2,538.8"
2015,December,4 Western, Greater Bendigo,"6,349","5,776.6"
2015,December,4 Western, Greater Geelong,"15,451","6,633.4"
2015,December,4 Western, Hepburn,584,"3,808.5"
2015,December,4 Western, Hindmarsh,162,"2,789.3"
2015,December,4 Western, Horsham,"1,973","9,968.7"
2015,December,4 Western, Loddon,313,"4,156.2"
2015,December,4 Western, Macedon Ranges,"1,518","3,273.5"
2015,December,4 Western, Mildura,"4,680","8,641.7"
2015,December,4 Western, Moorabool,"1,602","5,046.0"
2015,December,4 Western, Mount Alexander,720,"3,831.0"
2015,December,4 Western, Moyne,407,"2,453.1"
2015,December,4 Western, Northern Grampians,811,"6,965.0"
2015,December,4 Western, Pyrenees,355,"4,945.0"
2015,December,4 Western, Queenscliffe,154,"5,250.6"
2015,December,4 Western, Southern Grampians,799,"4,943.7"
2015,December,4 Western, Surf Coast,"1,160","3,915.6"
2015,December,4 Western, Swan Hill,"1,615","7,729.9"
2015,December,4 Western, Warrnambool,"2,157","6,343.2"
2015,December,4 Western, West Wimmera,103,"2,591.8"
2015,December,4 Western, Yarriambiack,315,"4,614.7"
2015,December,4 Western,Total,"58,150","6,113.6"
2015,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,777,
2015,December,Justice Institutions and Immigration Facilities,Total,777,
2015,December,Unincorporated Vic, Unincorporated Vic,93,
2015,December,Unincorporated Vic,Total,93,
2014,December,1 North West Metro, Banyule,"6,807","5,440.9"
2014,December,1 North West Metro, Brimbank,"13,725","6,915.5"
2014,December,1 North West Metro, Darebin,"10,976","7,341.3"
2014,December,1 North West Metro, Hobsons Bay,"5,557","6,146.0"
2014,December,1 North West Metro, Hume,"13,223","6,913.0"
2014,December,1 North West Metro, Maribyrnong,"6,576","7,974.5"
2014,December,1 North West Metro, Melbourne,"23,725","18,538.8"
2014,December,1 North West Metro, Melton,"7,530","5,823.3"
2014,December,1 North West Metro, Moonee Valley,"6,446","5,473.7"
2014,December,1 North West Metro, Moreland,"10,295","6,273.7"
2014,December,1 North West Metro, Nillumbik,"1,585","2,498.7"
2014,December,1 North West Metro, Whittlesea,"10,239","5,449.2"
2014,December,1 North West Metro, Wyndham,"10,157","5,040.4"
2014,December,1 North West Metro, Yarra,"9,958","11,416.1"
2014,December,1 North West Metro,Total,"136,799","7,138.1"
2014,December,2 Eastern, Alpine,278,"2,250.1"
2014,December,2 Eastern, Bass Coast,"1,996","6,253.7"
2014,December,2 Eastern, Baw Baw,"2,278","4,883.8"
2014,December,2 Eastern, Benalla,819,"5,892.9"
2014,December,2 Eastern, Boroondara,"5,686","3,293.2"
2014,December,2 Eastern, East Gippsland,"2,921","6,597.1"
2014,December,2 Eastern, Greater Shepparton,"5,629","8,806.5"
2014,December,2 Eastern, Indigo,329,"2,091.3"
2014,December,2 Eastern, Knox,"7,160","4,547.9"
2014,December,2 Eastern, Latrobe,"7,815","10,541.7"
2014,December,2 Eastern, Manningham,"3,130","2,620.6"
2014,December,2 Eastern, Mansfield,388,"4,621.8"
2014,December,2 Eastern, Maroondah,"5,872","5,270.1"
2014,December,2 Eastern, Mitchell,"2,145","5,488.2"
2014,December,2 Eastern, Moira,"1,083","3,721.6"
2014,December,2 Eastern, Monash,"6,885","3,698.6"
2014,December,2 Eastern, Murrindindi,517,"3,777.3"
2014,December,2 Eastern, South Gippsland,901,"3,159.1"
2014,December,2 Eastern, Strathbogie,340,"3,393.9"
2014,December,2 Eastern, Towong,148,"2,474.1"
2014,December,2 Eastern, Wangaratta,"1,689","6,062.0"
2014,December,2 Eastern, Wellington,"2,900","6,752.4"
2014,December,2 Eastern, Whitehorse,"5,700","3,468.8"
2014,December,2 Eastern, Wodonga,"2,431","6,335.8"
2014,December,2 Eastern, Yarra Ranges,"5,353","3,522.5"
2014,December,2 Eastern,Total,"74,393","4,620.0"
2014,December,3 Southern Metro, Bayside,"3,231","3,237.6"
2014,December,3 Southern Metro, Cardinia,"3,862","4,385.1"
2014,December,3 Southern Metro, Casey,"12,926","4,489.2"
2014,December,3 Southern Metro, Frankston,"10,627","7,803.6"
2014,December,3 Southern Metro, Glen Eira,"4,331","3,014.0"
2014,December,3 Southern Metro, Greater Dandenong,"12,060","7,927.2"
2014,December,3 Southern Metro, Kingston,"7,172","4,650.8"
2014,December,3 Southern Metro, Mornington Peninsula,"7,681","4,908.0"
2014,December,3 Southern Metro, Port Phillip,"9,080","8,693.1"
2014,December,3 Southern Metro, Stonnington,"7,158","6,759.6"
2014,December,3 Southern Metro,Total,"78,128","5,467.8"
2014,December,4 Western, Ararat,797,"6,894.5"
2014,December,4 Western, Ballarat,"7,533","7,539.5"
2014,December,4 Western, Buloke,180,"2,841.4"
2014,December,4 Western, Campaspe,"2,330","6,240.3"
2014,December,4 Western, Central Goldfields,805,"6,248.1"
2014,December,4 Western, Colac-Otway,"1,100","5,205.6"
2014,December,4 Western, Corangamite,474,"2,900.9"
2014,December,4 Western, Gannawarra,427,"4,053.5"
2014,December,4 Western, Glenelg,"1,400","7,086.8"
2014,December,4 Western, Golden Plains,467,"2,234.6"
2014,December,4 Western, Greater Bendigo,"6,183","5,727.4"
2014,December,4 Western, Greater Geelong,"15,071","6,617.5"
2014,December,4 Western, Hepburn,494,"3,253.4"
2014,December,4 Western, Hindmarsh,147,"2,515.4"
2014,December,4 Western, Horsham,"1,577","7,985.6"
2014,December,4 Western, Loddon,237,"3,154.5"
2014,December,4 Western, Macedon Ranges,"1,475","3,243.8"
2014,December,4 Western, Mildura,"4,659","8,670.0"
2014,December,4 Western, Moorabool,"1,455","4,683.6"
2014,December,4 Western, Mount Alexander,671,"3,626.8"
2014,December,4 Western, Moyne,470,"2,846.4"
2014,December,4 Western, Northern Grampians,697,"5,918.3"
2014,December,4 Western, Pyrenees,346,"4,909.9"
2014,December,4 Western, Queenscliffe,102,"3,434.3"
2014,December,4 Western, Southern Grampians,706,"4,343.3"
2014,December,4 Western, Surf Coast,982,"3,401.0"
2014,December,4 Western, Swan Hill,"1,629","7,779.4"
2014,December,4 Western, Warrnambool,"1,986","5,888.1"
2014,December,4 Western, West Wimmera,99,"2,451.7"
2014,December,4 Western, Yarriambiack,189,"2,729.6"
2014,December,4 Western,Total,"54,688","5,827.1"
2014,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,719,
2014,December,Justice Institutions and Immigration Facilities,Total,719,
2014,December,Unincorporated Vic, Unincorporated Vic,100,
2014,December,Unincorporated Vic,Total,100,
2013,December,1 North West Metro, Banyule,"6,430","5,172.4"
2013,December,1 North West Metro, Brimbank,"15,273","7,785.6"
2013,December,1 North West Metro, Darebin,"10,018","6,802.4"
2013,December,1 North West Metro, Hobsons Bay,"5,446","6,106.2"
2013,December,1 North West Metro, Hume,"12,030","6,507.2"
2013,December,1 North West Metro, Maribyrnong,"6,956","8,718.8"
2013,December,1 North West Metro, Melbourne,"24,624","20,742.8"
2013,December,1 North West Metro, Melton,"6,828","5,509.3"
2013,December,1 North West Metro, Moonee Valley,"6,248","5,411.2"
2013,December,1 North West Metro, Moreland,"9,243","5,766.7"
2013,December,1 North West Metro, Nillumbik,"1,600","2,532.7"
2013,December,1 North West Metro, Whittlesea,"9,986","5,570.3"
2013,December,1 North West Metro, Wyndham,"9,941","5,226.3"
2013,December,1 North West Metro, Yarra,"9,204","10,962.1"
2013,December,1 North West Metro,Total,"133,827","7,208.1"
2013,December,2 Eastern, Alpine,363,"2,955.3"
2013,December,2 Eastern, Bass Coast,"1,970","6,287.7"
2013,December,2 Eastern, Baw Baw,"2,215","4,854.6"
2013,December,2 Eastern, Benalla,854,"6,153.6"
2013,December,2 Eastern, Boroondara,"5,965","3,498.8"
2013,December,2 Eastern, East Gippsland,"3,071","7,010.0"
2013,December,2 Eastern, Greater Shepparton,"5,116","8,089.3"
2013,December,2 Eastern, Indigo,355,"2,274.9"
2013,December,2 Eastern, Knox,"6,923","4,428.0"
2013,December,2 Eastern, Latrobe,"7,618","10,277.4"
2013,December,2 Eastern, Manningham,"3,112","2,629.3"
2013,December,2 Eastern, Mansfield,293,"3,540.4"
2013,December,2 Eastern, Maroondah,"5,497","5,007.2"
2013,December,2 Eastern, Mitchell,"1,991","5,268.9"
2013,December,2 Eastern, Moira,"1,177","4,072.0"
2013,December,2 Eastern, Monash,"6,825","3,724.3"
2013,December,2 Eastern, Murrindindi,535,"3,944.6"
2013,December,2 Eastern, South Gippsland,895,"3,165.6"
2013,December,2 Eastern, Strathbogie,373,"3,780.3"
2013,December,2 Eastern, Towong,213,"3,573.2"
2013,December,2 Eastern, Wangaratta,"1,679","6,072.3"
2013,December,2 Eastern, Wellington,"2,798","6,549.5"
2013,December,2 Eastern, Whitehorse,"5,801","3,579.1"
2013,December,2 Eastern, Wodonga,"2,235","5,948.1"
2013,December,2 Eastern, Yarra Ranges,"5,053","3,348.5"
2013,December,2 Eastern,Total,"72,927","4,581.7"
2013,December,3 Southern Metro, Bayside,"3,489","3,551.1"
2013,December,3 Southern Metro, Cardinia,"4,344","5,135.3"
2013,December,3 Southern Metro, Casey,"12,056","4,336.3"
2013,December,3 Southern Metro, Frankston,"10,782","8,025.2"
2013,December,3 Southern Metro, Glen Eira,"4,735","3,352.0"
2013,December,3 Southern Metro, Greater Dandenong,"12,486","8,408.0"
2013,December,3 Southern Metro, Kingston,"7,329","4,811.1"
2013,December,3 Southern Metro, Mornington Peninsula,"7,518","4,881.8"
2013,December,3 Southern Metro, Port Phillip,"8,779","8,593.7"
2013,December,3 Southern Metro, Stonnington,"7,443","7,192.2"
2013,December,3 Southern Metro,Total,"78,961","5,652.3"
2013,December,4 Western, Ararat,874,"7,606.6"
2013,December,4 Western, Ballarat,"8,108","8,244.5"
2013,December,4 Western, Buloke,187,"2,927.4"
2013,December,4 Western, Campaspe,"2,100","5,643.2"
2013,December,4 Western, Central Goldfields,811,"6,328.5"
2013,December,4 Western, Colac-Otway,"1,021","4,853.8"
2013,December,4 Western, Corangamite,456,"2,778.8"
2013,December,4 Western, Gannawarra,413,"3,923.6"
2013,December,4 Western, Glenelg,"1,184","5,980.7"
2013,December,4 Western, Golden Plains,402,"1,974.3"
2013,December,4 Western, Greater Bendigo,"6,053","5,712.7"
2013,December,4 Western, Greater Geelong,"13,553","6,067.9"
2013,December,4 Western, Hepburn,524,"3,488.2"
2013,December,4 Western, Hindmarsh,184,"3,144.2"
2013,December,4 Western, Horsham,"1,347","6,839.6"
2013,December,4 Western, Loddon,264,"3,511.6"
2013,December,4 Western, Macedon Ranges,"1,389","3,114.7"
2013,December,4 Western, Mildura,"4,535","8,531.5"
2013,December,4 Western, Moorabool,"1,502","4,939.2"
2013,December,4 Western, Mount Alexander,624,"3,419.7"
2013,December,4 Western, Moyne,435,"2,647.4"
2013,December,4 Western, Northern Grampians,683,"5,749.2"
2013,December,4 Western, Pyrenees,316,"4,554.6"
2013,December,4 Western, Queenscliffe,73,"2,431.7"
2013,December,4 Western, Southern Grampians,883,"5,399.0"
2013,December,4 Western, Surf Coast,983,"3,482.4"
2013,December,4 Western, Swan Hill,"1,437","6,841.9"
2013,December,4 Western, Warrnambool,"1,910","5,714.6"
2013,December,4 Western, West Wimmera,121,"2,934.0"
2013,December,4 Western, Yarriambiack,215,"3,057.5"
2013,December,4 Western,Total,"52,587","5,675.2"
2013,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,041",
2013,December,Justice Institutions and Immigration Facilities,Total,"1,041",
2013,December,Unincorporated Vic, Unincorporated Vic,66,
2013,December,Unincorporated Vic,Total,66,
2012,December,1 North West Metro, Banyule,"5,815","4,705.3"
2012,December,1 North West Metro, Brimbank,"15,481","7,989.2"
2012,December,1 North West Metro, Darebin,"9,672","6,671.0"
2012,December,1 North West Metro, Hobsons Bay,"5,850","6,622.2"
2012,December,1 North West Metro, Hume,"11,988","6,689.7"
2012,December,1 North West Metro, Maribyrnong,"7,475","9,685.3"
2012,December,1 North West Metro, Melbourne,"24,746","23,002.8"
2012,December,1 North West Metro, Melton,"6,926","5,853.2"
2012,December,1 North West Metro, Moonee Valley,"6,962","6,124.6"
2012,December,1 North West Metro, Moreland,"9,813","6,251.6"
2012,December,1 North West Metro, Nillumbik,"1,454","2,310.3"
2012,December,1 North West Metro, Whittlesea,"9,849","5,793.8"
2012,December,1 North West Metro, Wyndham,"11,066","6,177.6"
2012,December,1 North West Metro, Yarra,"9,199","11,319.3"
2012,December,1 North West Metro,Total,"136,296","7,584.9"
2012,December,2 Eastern, Alpine,318,"2,610.2"
2012,December,2 Eastern, Bass Coast,"1,848","5,997.9"
2012,December,2 Eastern, Baw Baw,"2,133","4,792.6"
2012,December,2 Eastern, Benalla,728,"5,256.7"
2012,December,2 Eastern, Boroondara,"5,918","3,512.5"
2012,December,2 Eastern, East Gippsland,"2,667","6,155.2"
2012,December,2 Eastern, Greater Shepparton,"4,824","7,710.8"
2012,December,2 Eastern, Indigo,383,"2,478.3"
2012,December,2 Eastern, Knox,"6,852","4,409.1"
2012,December,2 Eastern, Latrobe,"7,456","10,075.1"
2012,December,2 Eastern, Manningham,"2,924","2,489.8"
2012,December,2 Eastern, Mansfield,254,"3,137.0"
2012,December,2 Eastern, Maroondah,"5,219","4,813.1"
2012,December,2 Eastern, Mitchell,"1,961","5,389.7"
2012,December,2 Eastern, Moira,"1,058","3,689.6"
2012,December,2 Eastern, Monash,"6,526","3,619.3"
2012,December,2 Eastern, Murrindindi,457,"3,396.3"
2012,December,2 Eastern, South Gippsland,935,"3,348.1"
2012,December,2 Eastern, Strathbogie,379,"3,889.6"
2012,December,2 Eastern, Towong,196,"3,299.7"
2012,December,2 Eastern, Wangaratta,"1,737","6,330.6"
2012,December,2 Eastern, Wellington,"2,862","6,742.8"
2012,December,2 Eastern, Whitehorse,"5,583","3,496.8"
2012,December,2 Eastern, Wodonga,"2,603","7,081.5"
2012,December,2 Eastern, Yarra Ranges,"5,216","3,480.5"
2012,December,2 Eastern,Total,"71,037","4,515.6"
2012,December,3 Southern Metro, Bayside,"3,504","3,613.5"
2012,December,3 Southern Metro, Cardinia,"3,819","4,748.7"
2012,December,3 Southern Metro, Casey,"11,799","4,382.3"
2012,December,3 Southern Metro, Frankston,"10,538","7,971.6"
2012,December,3 Southern Metro, Glen Eira,"4,619","3,320.3"
2012,December,3 Southern Metro, Greater Dandenong,"11,782","8,119.0"
2012,December,3 Southern Metro, Kingston,"7,481","4,972.9"
2012,December,3 Southern Metro, Mornington Peninsula,"7,355","4,848.4"
2012,December,3 Southern Metro, Port Phillip,"8,837","8,846.5"
2012,December,3 Southern Metro, Stonnington,"7,291","7,189.6"
2012,December,3 Southern Metro,Total,"77,025","5,636.7"
2012,December,4 Western, Ararat,934,"8,193.0"
2012,December,4 Western, Ballarat,"8,179","8,455.7"
2012,December,4 Western, Buloke,236,"3,668.0"
2012,December,4 Western, Campaspe,"2,233","6,028.5"
2012,December,4 Western, Central Goldfields,771,"6,064.2"
2012,December,4 Western, Colac-Otway,"1,183","5,659.7"
2012,December,4 Western, Corangamite,543,"3,296.9"
2012,December,4 Western, Gannawarra,423,"4,029.3"
2012,December,4 Western, Glenelg,"1,093","5,513.2"
2012,December,4 Western, Golden Plains,376,"1,918.0"
2012,December,4 Western, Greater Bendigo,"5,648","5,435.7"
2012,December,4 Western, Greater Geelong,"13,449","6,136.8"
2012,December,4 Western, Hepburn,555,"3,743.7"
2012,December,4 Western, Hindmarsh,199,"3,397.6"
2012,December,4 Western, Horsham,"1,416","7,221.5"
2012,December,4 Western, Loddon,333,"4,422.9"
2012,December,4 Western, Macedon Ranges,"1,319","3,011.8"
2012,December,4 Western, Mildura,"4,595","8,756.6"
2012,December,4 Western, Moorabool,"1,352","4,604.4"
2012,December,4 Western, Mount Alexander,634,"3,511.9"
2012,December,4 Western, Moyne,537,"3,293.7"
2012,December,4 Western, Northern Grampians,654,"5,463.7"
2012,December,4 Western, Pyrenees,248,"3,615.2"
2012,December,4 Western, Queenscliffe,111,"3,631.0"
2012,December,4 Western, Southern Grampians,800,"4,860.0"
2012,December,4 Western, Surf Coast,"1,175","4,268.1"
2012,December,4 Western, Swan Hill,"1,381","6,585.3"
2012,December,4 Western, Warrnambool,"1,827","5,526.5"
2012,December,4 Western, West Wimmera,133,"3,156.1"
2012,December,4 Western, Yarriambiack,274,"3,861.9"
2012,December,4 Western,Total,"52,611","5,758.0"
2012,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,832,
2012,December,Justice Institutions and Immigration Facilities,Total,832,
2012,December,Unincorporated Vic, Unincorporated Vic,110,
2012,December,Unincorporated Vic,Total,110,
2011,December,1 North West Metro, Banyule,"5,603","4,555.9"
2011,December,1 North West Metro, Brimbank,"14,296","7,465.4"
2011,December,1 North West Metro, Darebin,"9,583","6,704.1"
2011,December,1 North West Metro, Hobsons Bay,"4,743","5,427.1"
2011,December,1 North West Metro, Hume,"11,012","6,318.2"
2011,December,1 North West Metro, Maribyrnong,"6,981","9,288.9"
2011,December,1 North West Metro, Melbourne,"23,656","23,599.4"
2011,December,1 North West Metro, Melton,"6,065","5,384.3"
2011,December,1 North West Metro, Moonee Valley,"6,029","5,374.4"
2011,December,1 North West Metro, Moreland,"8,895","5,766.7"
2011,December,1 North West Metro, Nillumbik,"1,458","2,324.8"
2011,December,1 North West Metro, Whittlesea,"8,758","5,446.5"
2011,December,1 North West Metro, Wyndham,"9,639","5,782.3"
2011,December,1 North West Metro, Yarra,"8,718","11,049.0"
2011,December,1 North West Metro,Total,"125,436","7,197.8"
2011,December,2 Eastern, Alpine,278,"2,303.6"
2011,December,2 Eastern, Bass Coast,"1,601","5,295.5"
2011,December,2 Eastern, Baw Baw,"1,732","3,991.8"
2011,December,2 Eastern, Benalla,760,"5,500.1"
2011,December,2 Eastern, Boroondara,"5,265","3,151.5"
2011,December,2 Eastern, East Gippsland,"2,499","5,835.2"
2011,December,2 Eastern, Greater Shepparton,"5,002","8,101.2"
2011,December,2 Eastern, Indigo,370,"2,415.6"
2011,December,2 Eastern, Knox,"5,973","3,862.9"
2011,December,2 Eastern, Latrobe,"6,785","9,195.3"
2011,December,2 Eastern, Manningham,"2,804","2,401.7"
2011,December,2 Eastern, Mansfield,249,"3,135.2"
2011,December,2 Eastern, Maroondah,"4,779","4,452.9"
2011,December,2 Eastern, Mitchell,"1,816","5,173.1"
2011,December,2 Eastern, Moira,"1,176","4,140.0"
2011,December,2 Eastern, Monash,"6,475","3,651.1"
2011,December,2 Eastern, Murrindindi,428,"3,209.6"
2011,December,2 Eastern, South Gippsland,857,"3,115.0"
2011,December,2 Eastern, Strathbogie,347,"3,615.3"
2011,December,2 Eastern, Towong,161,"2,720.5"
2011,December,2 Eastern, Wangaratta,"1,690","6,210.5"
2011,December,2 Eastern, Wellington,"2,309","5,488.7"
2011,December,2 Eastern, Whitehorse,"5,212","3,308.4"
2011,December,2 Eastern, Wodonga,"2,383","6,614.9"
2011,December,2 Eastern, Yarra Ranges,"4,782","3,211.5"
2011,December,2 Eastern,Total,"65,733","4,224.9"
2011,December,3 Southern Metro, Bayside,"3,004","3,125.3"
2011,December,3 Southern Metro, Cardinia,"3,346","4,412.4"
2011,December,3 Southern Metro, Casey,"10,944","4,188.6"
2011,December,3 Southern Metro, Frankston,"9,245","7,092.4"
2011,December,3 Southern Metro, Glen Eira,"4,402","3,209.6"
2011,December,3 Southern Metro, Greater Dandenong,"11,002","7,738.8"
2011,December,3 Southern Metro, Kingston,"6,709","4,523.8"
2011,December,3 Southern Metro, Mornington Peninsula,"6,987","4,680.7"
2011,December,3 Southern Metro, Port Phillip,"8,254","8,485.1"
2011,December,3 Southern Metro, Stonnington,"6,806","6,885.0"
2011,December,3 Southern Metro,Total,"70,699","5,289.4"
2011,December,4 Western, Ararat,802,"7,081.1"
2011,December,4 Western, Ballarat,"8,179","8,592.7"
2011,December,4 Western, Buloke,221,"3,418.4"
2011,December,4 Western, Campaspe,"1,895","5,141.8"
2011,December,4 Western, Central Goldfields,677,"5,382.0"
2011,December,4 Western, Colac-Otway,"1,090","5,240.6"
2011,December,4 Western, Corangamite,522,"3,158.7"
2011,December,4 Western, Gannawarra,444,"4,247.6"
2011,December,4 Western, Glenelg,"1,235","6,222.3"
2011,December,4 Western, Golden Plains,296,"1,561.3"
2011,December,4 Western, Greater Bendigo,"5,049","4,950.2"
2011,December,4 Western, Greater Geelong,"12,494","5,788.6"
2011,December,4 Western, Hepburn,503,"3,438.4"
2011,December,4 Western, Hindmarsh,172,"2,937.2"
2011,December,4 Western, Horsham,"1,231","6,305.4"
2011,December,4 Western, Loddon,331,"4,386.4"
2011,December,4 Western, Macedon Ranges,"1,167","2,721.4"
2011,December,4 Western, Mildura,"4,478","8,641.1"
2011,December,4 Western, Moorabool,"1,094","3,815.8"
2011,December,4 Western, Mount Alexander,726,"4,062.2"
2011,December,4 Western, Moyne,441,"2,727.8"
2011,December,4 Western, Northern Grampians,787,"6,529.0"
2011,December,4 Western, Pyrenees,209,"3,092.2"
2011,December,4 Western, Queenscliffe,92,"3,005.6"
2011,December,4 Western, Southern Grampians,859,"5,183.8"
2011,December,4 Western, Surf Coast,999,"3,746.3"
2011,December,4 Western, Swan Hill,"1,333","6,388.7"
2011,December,4 Western, Warrnambool,"1,827","5,592.8"
2011,December,4 Western, West Wimmera,100,"2,332.6"
2011,December,4 Western, Yarriambiack,285,"3,967.7"
2011,December,4 Western,Total,"49,538","5,492.6"
2011,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,720,
2011,December,Justice Institutions and Immigration Facilities,Total,720,
2011,December,Unincorporated Vic, Unincorporated Vic,124,
2011,December,Unincorporated Vic,Total,124,
